"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"2020-08-16";"1006.0199";"89.17";"0.29";"3558.65";"266.7";"1128.1535";"11926.67";"19784.71"
"2020-08-15";"1002.7253";"88.88";"0.28";"3459.73";"331.3";"1128.1501";"11926.53";"19785.07"
"2020-08-14";"999.6484";"88.61";"0.24";"3148.14";"419.7";"1128.1501";"11936.16";"19786.06"
"2020-08-13";"997.1117";"88.38";"0.2";"2906.28";"702.5";"1128.1501";"11935.82";"19786.95"
"2020-08-12";"995.0278";"88.2";"0.19";"2642.74";"519.3";"1128.1501";"11912.51";"19787.77"
"2020-08-11";"992.8977";"88.01";"0.17";"2593.53";"637.2";"1128.1501";"11912.57";"19787.6"
"2020-08-10";"990.9486";"87.84";"0.23";"2908.21";"359";"1128.1501";"11912.8";"19787"
"2020-08-09";"988.9139";"87.67";"0.32";"3860.36";"235.4";"1128.0555";"11928.9";"19784.61"
"2020-08-08";"985.2877";"87.34";"0.3";"3687.49";"308.7";"1128.0555";"11928.75";"19785.03"
"2020-08-07";"981.9761";"87.05";"0.21";"2984.09";"571.3";"1128.0555";"11910.97";"19785.76"
"2020-08-06";"979.525";"86.83";"0.18";"2738.15";"654";"1128.0509";"11910.74";"19786.4"
"2020-08-05";"977.4275";"86.65";"0.22";"3062.87";"611.2";"1128.051";"11910.61";"19786.8"
"2020-08-04";"975.6307";"86.49";"0.18";"2738.73";"670.2";"1128.051";"11910.62";"19786.79"
"2020-08-03";"973.5616";"86.3";"0.19";"2637.46";"492.7";"1128.051";"11910.67";"19786.65"
"2020-08-02";"971.4193";"86.11";"0.29";"3507.35";"278.1";"1128.0935";"11928.85";"19787.58"
"2020-08-01";"968.1996";"85.83";"0.28";"3394.55";"276.7";"1128.0935";"11928.87";"19787.52"
"2020-07-31";"962.0347";"85.32";"0.2";"2672.59";"450.5";"1127.5685";"11890.51";"19786.48"
"2020-07-30";"963.7001";"85.47";"0.15";"2351.37";"617.8";"1127.5685";"11890.87";"19785.51"
"2020-07-29";"961.9762";"85.31";"0.18";"2652.33";"612.5";"1127.5685";"11891.25";"19784.52"
"2020-07-28";"959.9376";"85.13";"0.21";"2835.24";"508.6";"1127.5686";"11891.64";"19783.47"
"2020-07-27";"956.8757";"84.94";"0.2";"2865.38";"577.9";"1126.4687";"11892.08";"19782.37"
"2020-07-26";"954.5351";"84.74";"0.31";"3875.12";"439.1";"1126.4243";"11908.59";"19577.47"
"2020-07-25";"951.1026";"84.44";"0.14";"2936.33";"1347.2";"1126.4243";"11908.47";"19782.43"
"2020-07-24";"950.5196";"84.38";"0.07";"2340.13";"1529.6";"1126.4243";"11890.83";"19782.83"
"2020-07-23";"949.7157";"84.31";"0.04";"2227.61";"1764.9";"1126.4243";"11890.47";"19783.75"
"2020-07-22";"949.2261";"84.27";"0.05";"2367.68";"1854";"1126.4243";"11890.1";"19784.73"
"2020-07-21";"948.7367";"84.25";"0.03";"2320.53";"1957.9";"1126.0953";"11910.71";"19785.79"
"2020-07-20";"948.4196";"84.22";"0.08";"2593.53";"1673.9";"1126.0953";"11910.26";"19786.97"
"2020-07-19";"947.4796";"84.14";"0.16";"3283.35";"1461";"1126.0573";"11926.68";"19787.33"
"2020-07-18";"945.5541";"83.97";"0.13";"3035.78";"1564.3";"1126.0573";"11926.04";"19789.02"
"2020-07-17";"944.1211";"83.84";"0.07";"2628.86";"1788.7";"1126.0573";"11907.94";"19790.62"
"2020-07-16";"943.2687";"83.77";"0.07";"2639.25";"1870";"1126.0573";"11907.41";"19792.01"
"2020-07-15";"942.5123";"83.7";"0.04";"2280.23";"1876.5";"1126.0574";"11906.99";"19793.14"
"2020-07-14";"942.8559";"83.73";"0.08";"2451.36";"1597.8";"1126.0577";"11907.08";"19792.96"
"2020-07-13";"941.9775";"83.64";"0.26";"3200.22";"299.5";"1126.1718";"11907.14";"19792.82"
"2020-07-12";"939.0507";"83.38";"0.37";"4329.75";"132.7";"1126.2117";"11907.9";"19793.43"
"2020-07-11";"934.8718";"83.01";"0.32";"3772";"163";"1126.2117";"11907.35";"19794.88"
"2020-07-10";"931.2972";"82.69";"0.18";"2887.39";"827.7";"1126.2117";"11906.84";"19796.23"
"2020-07-09";"929.1808";"82.5";"0.11";"2459.02";"1229.2";"1126.2117";"11906.45";"19797.25"
"2020-07-08";"927.9646";"82.4";"0.1";"2421.05";"1316.6";"1126.2118";"11905.81";"19798.95"
"2020-07-07";"926.8482";"82.3";"0.13";"2551.52";"1125.3";"1126.2121";"11905.32";"19800.32"
"2020-07-06";"925.4351";"82.17";"0.23";"3260.57";"712.2";"1126.2121";"11905.44";"19800.01"
"2020-07-05";"923.0877";"81.96";"0.39";"4575.07";"203.1";"1126.2387";"11858.43";"19800.02"
"2020-07-04";"918.7294";"81.58";"0.38";"4440.25";"194.2";"1126.2387";"11858.66";"19799.41"
"2020-07-03";"914.4823";"81.2";"0.27";"3263.44";"255.4";"1126.2387";"11858.84";"19798.93"
"2020-07-02";"911.1602";"80.9";"0.19";"2518.54";"355.6";"1126.2387";"11858.62";"19799.52"
"2020-07-01";"908.9967";"80.71";"0.18";"2526.22";"515.6";"1126.2387";"11859.07";"19798.34"
"2020-06-30";"905.5295";"80.53";"0.24";"3081.62";"349.8";"1124.4387";"11907.16";"19719.23"
"2020-06-29";"904.4252";"80.43";"0.26";"3120.1";"250.7";"1124.4387";"11859.93";"19796.06"
"2020-06-28";"901.5603";"80.18";"0.36";"4173.7";"112.2";"1124.4159";"11860.11";"19794.1"
"2020-06-27";"897.5041";"79.82";"0.34";"3955.94";"142.3";"1124.4159";"11860.63";"19792.72"
"2020-06-26";"893.693";"79.48";"0.25";"3054.8";"214.6";"1124.4159";"11861.08";"19791.53"
"2020-06-25";"890.8444";"79.23";"0.21";"2706.03";"323.4";"1124.4162";"11861.45";"19790.58"
"2020-06-24";"888.4596";"79.02";"0.21";"2752.33";"366";"1124.4165";"11861.87";"19789.57"
"2020-06-23";"886.0851";"78.8";"0.23";"2904.96";"366.8";"1124.4169";"11862.3";"19788.51"
"2020-06-22";"883.5355";"78.58";"0.27";"3308.01";"320.3";"1124.4173";"11862.91";"19787.03"
"2020-06-21";"880.5659";"78.32";"0.36";"4338.75";"252.9";"1124.326";"11841.17";"19783.04"
"2020-06-20";"876.4738";"77.96";"0.34";"4109.62";"321.3";"1124.326";"11841.83";"19781.34"
"2020-06-19";"872.6887";"77.62";"0.23";"2937.6";"398.7";"1124.326";"11842.25";"19780.19"
"2020-06-18";"870.1534";"77.39";"0.21";"2821.9";"504.5";"1124.326";"11855.69";"19779.02"
"2020-06-17";"867.844";"77.19";"0.18";"2621.96";"640.2";"1124.326";"11855.96";"19778.32"
"2020-06-16";"865.875";"77.01";"0.19";"2714.98";"608.9";"1124.3001";"11856.31";"19777.39"
"2020-06-15";"863.7912";"76.83";"0.24";"3110.13";"443.3";"1124.3001";"11856.72";"19776.3"
"2020-06-14";"861.5927";"76.63";"0.36";"4192.1";"195.7";"1124.3856";"11858.6";"19776.94"
"2020-06-13";"857.5938";"76.27";"0.36";"4214.13";"154.3";"1124.3856";"11859.15";"19775.47"
"2020-06-12";"853.5196";"75.91";"0.27";"3441.85";"427.7";"1124.3856";"11859.67";"19774.1"
"2020-06-11";"850.5116";"75.64";"0.23";"3057.31";"446.2";"1124.3856";"11860.03";"19773.16"
"2020-06-10";"847.9074";"75.41";"0.16";"2469.27";"692.7";"1124.3856";"11860.27";"19772.52"
"2020-06-09";"846.1368";"75.25";"0.15";"2576.98";"878.8";"1124.3856";"11860.62";"19771.59"
"2020-06-08";"844.446";"75.1";"0.21";"3020.15";"656.4";"1124.3856";"11861.07";"19770.4"
"2020-06-07";"842.0612";"74.94";"0.34";"4018.73";"161";"1123.5892";"11887.37";"19762.32"
"2020-06-06";"838.2213";"74.6";"0.34";"4024.14";"215.1";"1123.5892";"11888.18";"19762.18"
"2020-06-05";"834.42";"74.26";"0.27";"3384.08";"348.6";"1123.5892";"11873.92";"19763.25"
"2020-06-04";"831.4107";"74.02";"0.26";"3319.06";"360";"1123.2292";"11874.58";"19761.49"
"2020-06-03";"828.4599";"73.76";"0.25";"3103.66";"318.9";"1123.2292";"11873.73";"19762.73"
"2020-06-02";"825.6656";"73.51";"0.25";"3149.85";"303.2";"1123.2292";"11874.2";"19761.49"
"2020-06-01";"822.8492";"73.26";"0.33";"4038.57";"330";"1123.2292";"11874.42";"19760.91"
"2020-05-31";"811.3014";"72.32";"0.34";"4078.1";"228.8";"1121.8587";"11844.61";"19707.39"
"2020-05-30";"807.4896";"71.98";"0.34";"4037.51";"246.7";"1121.8587";"11844.96";"19701.5"
"2020-05-29";"812.1569";"72.39";"0.25";"3274.16";"430.7";"1121.8595";"11845.26";"19705.76"
"2020-05-28";"809.3128";"72.14";"0.22";"3112.2";"674";"1121.8605";"11845.64";"19705.04"
"2020-05-27";"806.639";"71.9";"0.2";"3027.48";"766.7";"1121.8605";"11840.95";"19704.31"
"2020-05-26";"804.3626";"71.7";"0.27";"3443.95";"386.2";"1121.8605";"11841.24";"19698.55"
"2020-05-25";"801.2727";"71.42";"0.33";"4168.23";"439.3";"1121.8605";"11871.5";"19698.05"
"2020-05-24";"797.5682";"71.08";"0.37";"4611.7";"451.3";"1122.0201";"11874.4";"19700.81"
"2020-05-23";"793.1826";"70.69";"0.43";"5185.81";"329.1";"1122.0201";"11874.77";"19695.84"
"2020-05-22";"788.3224";"70.27";"0.45";"5298.56";"255.1";"1121.8167";"11850.2";"19698.52"
"2020-05-21";"783.3376";"69.83";"0.37";"4484.09";"301.5";"1121.8167";"11855.65";"19693.32"
"2020-05-20";"779.1515";"69.52";"0.33";"3965.15";"261";"1120.8168";"11855.92";"19692.62"
"2020-05-19";"776.5511";"69.26";"0.3";"3786.66";"407.2";"1121.2871";"11851.3";"19690.85"
"2020-05-18";"773.191";"68.96";"0.34";"4087.83";"269";"1121.2871";"11851.84";"19689.79"
"2020-05-17";"769.3484";"68.62";"0.41";"4721";"167.3";"1121.1997";"11885.82";"19672.52"
"2020-05-16";"764.7882";"68.21";"0.36";"4363.44";"329.5";"1121.1997";"11886.31";"19672.24"
"2020-05-15";"760.6877";"67.85";"0.26";"3510.44";"620.1";"1121.1997";"11840.81";"19683.91"
"2020-05-14";"757.9956";"67.61";"0.22";"3436.29";"1002.8";"1121.1997";"11841.12";"19683.09"
"2020-05-13";"755.576";"67.39";"0.19";"3334.31";"1149.8";"1121.1997";"11841.48";"19682.14"
"2020-05-12";"753.4055";"67.2";"0.15";"2968.37";"1333.9";"1121.1933";"11830.59";"19681.85"
"2020-05-11";"751.7741";"67.05";"0.32";"4190.19";"556.1";"1121.1933";"11831.15";"19675.37"
"2020-05-10";"748.0671";"66.72";"0.5";"5725.78";"131.3";"1121.2237";"11871.23";"19674.51"
"2020-05-09";"743.4223";"66.3";"0.49";"5623.54";"115.7";"1121.2237";"11871.78";"19673.04"
"2020-05-08";"737.8828";"65.81";"0.41";"4889.15";"248.8";"1121.2237";"11872.25";"19671.8"
"2020-05-07";"733.2354";"65.4";"0.33";"4014.29";"301.9";"1121.2207";"11848.62";"19698.63"
"2020-05-06";"729.5206";"65.06";"0.29";"3840.28";"585.4";"1121.2207";"11849.09";"19697.39"
"2020-05-05";"726.2532";"64.77";"0.29";"3737.34";"433.6";"1121.2207";"11849.48";"19667.36"
"2020-05-04";"722.9679";"64.48";"0.32";"4000.29";"372.5";"1121.2207";"11839.88";"19666.3"
"2020-05-03";"719.3342";"64.16";"0.36";"4434.4";"448.8";"1121.1067";"11827.98";"19662.56"
"2020-05-02";"715.3485";"63.81";"0.37";"4543.99";"364.8";"1121.1067";"11807.42";"19661.39"
"2020-05-01";"711.2821";"63.45";"0.38";"4770.04";"530.8";"1120.9817";"11807.84";"19660.29"
"2020-04-30";"704.9561";"62.65";"0.38";"4639.97";"321";"1125.1413";"11776.73";"19804.25"
"2020-04-29";"701.4709";"62.35";"0.31";"3920.13";"413.6";"1125.1413";"11777.01";"19803.51"
"2020-04-28";"697.9458";"62.03";"0.26";"3513.45";"592.8";"1125.1413";"11824";"19803"
"2020-04-27";"694.9912";"61.77";"0.3";"3641.93";"281";"1125.1413";"11824.27";"19802.3"
"2020-04-26";"691.6614";"61.48";"0.36";"4311.83";"211.1";"1125.0995";"11823.93";"19800.47"
"2020-04-25";"687.6657";"61.12";"0.38";"4534.92";"223.9";"1125.0995";"11824.27";"19799.57"
"2020-04-24";"683.4407";"60.74";"0.37";"4269.49";"150.4";"1125.0995";"11824.68";"19798.48"
"2020-04-23";"679.4134";"60.39";"0.33";"3798.6";"134.3";"1125.0995";"11824.99";"19797.66"
"2020-04-22";"669.1534";"59.48";"0.25";"3182.31";"329.2";"1125.0995";"11825.53";"19796.24"
"2020-04-21";"672.0267";"59.73";"0.35";"4145.69";"188.5";"1125.0995";"11826.08";"19794.79"
"2020-04-20";"668.19";"59.39";"0.33";"4025.04";"291.7";"1125.0995";"11826.57";"19793.5"
"2020-04-19";"665.1252";"59.12";"0.4";"4757.77";"220.5";"1125.0577";"11826.41";"19791.19"
"2020-04-18";"660.6611";"58.72";"0.38";"4590.72";"301.9";"1125.0577";"11826.91";"19789.87"
"2020-04-17";"656.3384";"58.34";"0.31";"3748.55";"231.4";"1125.0577";"11827.23";"19789.02"
"2020-04-16";"652.8618";"58.03";"0.28";"3453.89";"285.3";"1125.0577";"11827.41";"19788.56"
"2020-04-15";"649.6479";"57.74";"0.21";"3017.22";"602.1";"1125.0577";"11827.5";"19788.32"
"2020-04-14";"647.2596";"57.53";"0.21";"2934.74";"592.6";"1125.0577";"11827.73";"19787.7"
"2020-04-13";"644.2205";"57.26";"0.35";"4177.01";"197.2";"1125.0577";"11828.1";"19786.74"
"2020-04-12";"641.1175";"56.99";"0.44";"5064.83";"108.9";"1124.9931";"11827.6";"19783.83"
"2020-04-11";"636.0087";"56.53";"0.4";"4613.14";"126.3";"1124.9931";"11828.01";"19782.76"
"2020-04-10";"631.7198";"56.13";"0.36";"4232.32";"176.2";"1125.4623";"11839.63";"19793.39"
"2020-04-09";"627.8333";"55.78";"0.34";"4033.32";"246.5";"1125.4623";"11840.05";"19792.29"
"2020-04-08";"624.2047";"55.46";"0.28";"3444.26";"332.9";"1125.4623";"11840.37";"19791.44"
"2020-04-07";"621.1813";"55.19";"0.23";"2985.71";"415";"1125.4623";"11840.7";"19790.57"
"2020-04-06";"618.7134";"54.97";"0.2";"2767.45";"480";"1125.4623";"11841.03";"19789.7"
"2020-04-05";"616.486";"54.7";"0.22";"3037.38";"509.7";"1126.9775";"11841.63";"19789.11"
"2020-04-04";"613.9754";"54.48";"0.15";"2420.49";"732.8";"1126.9775";"11841.73";"19788.85"
"2020-04-03";"612.2251";"54.32";"0.01";"1580.21";"1494";"1126.9775";"11841.77";"19788.74"
"2020-04-02";"612.1642";"54.32";"-0.05";"1238.29";"1784.5";"1126.9775";"11841.82";"19788.61"
"2020-04-01";"612.1848";"54.35";"-0.07";"1827.74";"2602.8";"1126.3095";"11830.58";"19761.11"
"2020-03-31";"611.0545";"54.17";"-0.3";"555.91";"3994.4";"1127.9427";"11868.41";"19780.08"
"2020-03-30";"614.6532";"54.48";"-0.27";"564.72";"3625.7";"1128.1777";"11826.91";"19794.66"
"2020-03-29";"616.8457";"54.68";"-0.1";"828.73";"1964.8";"1128.1914";"11826.9";"19795.57"
"2020-03-28";"617.9762";"54.82";"-0.03";"922.55";"1283.3";"1127.3615";"11649.36";"19524.47"
"2020-03-27";"618.3264";"54.81";"-0.13";"609.77";"2103";"1128.1914";"11826.73";"19796"
"2020-03-26";"619.8168";"54.94";"-0.24";"484.19";"3237.8";"1128.1914";"11826.58";"19796.39"
"2020-03-25";"622.5689";"55.18";"-0.26";"462.96";"3426.4";"1128.1914";"11826.43";"19796.8"
"2020-03-24";"625.5453";"55.45";"-0.24";"528.2";"3188.3";"1128.191";"11826.01";"19797.91"
"2020-03-23";"628.2106";"55.68";"-0.24";"597.81";"3279.6";"1128.191";"11825.78";"19798.51"
"2020-03-22";"630.9558";"55.93";"-0.08";"1255.52";"2205.6";"1128.187";"11825.68";"19798.54"
"2020-03-21";"631.8971";"56.01";"-0.01";"1680.54";"1754.9";"1128.187";"11825.62";"19798.69"
"2020-03-20";"631.3391";"56.12";"-0.05";"1192.31";"1783.5";"1125.0519";"11736.36";"19808.37"
"2020-03-19";"631.9295";"56.17";"-0.1";"867.84";"2008.9";"1125.0518";"11735.68";"19810.13"
"2020-03-18";"633.059";"56.27";"-0.1";"750.76";"1882.7";"1125.0518";"11735.13";"19811.56"
"2020-03-17";"634.1762";"56.37";"-0.12";"837.82";"2209.7";"1125.0518";"11734.55";"19813.09"
"2020-03-16";"635.5393";"56.54";"-0.17";"739.48";"2684.7";"1124.1502";"11733.76";"19815.18"
"2020-03-15";"637.5019";"56.71";"-0.1";"897.11";"1979.7";"1124.1227";"11732.64";"19816.4"
"2020-03-14";"638.0655";"56.76";"-0.14";"863.83";"2474.2";"1124.1227";"11731.94";"19818.24"
"2020-03-13";"639.7036";"56.91";"-0.23";"391.08";"3025.9";"1124.1227";"11745.66";"19782.02"
"2020-03-12";"642.3448";"57.14";"-0.13";"792.26";"2250.3";"1124.1227";"11730.64";"19821.68"
"2020-03-11";"643.7898";"57.27";"-0.15";"863.41";"2496.5";"1124.1226";"11729.96";"19823.48"
"2020-03-10";"645.4239";"57.42";"-0.24";"530.8";"3235.5";"1124.1226";"11729.22";"19852.42"
"2020-03-09";"648.1406";"57.66";"-0.31";"393.61";"3866.7";"1124.1226";"11728.51";"19854.31"
"2020-03-08";"651.9783";"57.98";"-0.15";"874.54";"2527.2";"1124.5787";"11768.87";"20221.7"
"2020-03-07";"653.6262";"58.12";"-0.21";"576.95";"2991.5";"1124.5787";"11768.21";"20223.47"
"2020-03-06";"655.694";"58.31";"-0.36";"412.33";"4479";"1124.5786";"11767.11";"20226.35"
"2020-03-05";"659.7682";"58.67";"-0.43";"324.86";"5190.4";"1124.5786";"11766";"20229.27"
"2020-03-04";"664.6615";"59.13";"-0.46";"271.14";"5459.5";"1124.0764";"11780.88";"20255.58"
"2020-03-03";"669.8703";"59.55";"-0.42";"287.57";"5065.6";"1124.9764";"11714.35";"20142.11"
"2020-03-02";"674.6572";"59.97";"-0.42";"333.01";"5064.9";"1124.9763";"11714.31";"20062.6"
"2020-03-01";"679.5514";"60.41";"-0.21";"937.91";"3343";"1124.9547";"11713.99";"19982.49"
"2020-02-29";"681.446";"60.62";"-0.21";"1050.66";"3389.7";"1124.1597";"11764.56";"20234.21"
"2020-02-28";"683.8362";"60.83";"-0.45";"487.56";"5531.2";"1124.1597";"11764.57";"20148.16"
"2020-02-27";"688.9261";"61.28";"-0.56";"276.56";"6563";"1124.1597";"11764.38";"20086.98"
"2020-02-26";"695.0477";"61.83";"-0.51";"219.58";"5957.6";"1124.1596";"11764.03";"20235.57"
"2020-02-25";"700.793";"62.34";"-0.31";"440.44";"3943.4";"1124.1596";"11763.99";"20235.67"
"2020-02-24";"704.347";"62.66";"-0.29";"450.26";"3739.6";"1124.1596";"11763.9";"20235.9"
"2020-02-23";"707.7314";"62.96";"-0.17";"799.54";"2664.9";"1124.1576";"11763.89";"20235.81"
"2020-02-22";"709.6168";"63.12";"-0.21";"759.98";"3161.7";"1124.1576";"11763.92";"20235.74"
"2020-02-21";"712.0429";"63.34";"-0.36";"521.53";"4572.7";"1124.1576";"11763.86";"20235.88"
"2020-02-20";"716.1334";"63.7";"-0.39";"402.3";"4788.2";"1124.1579";"11763.82";"20236.01"
"2020-02-19";"720.0579";"64.05";"-0.42";"382.04";"5094.8";"1124.1578";"11763.75";"20247.74"
"2020-02-18";"724.7936";"64.47";"-0.38";"387.97";"4656.1";"1124.1578";"11763.74";"20247.77"
"2020-02-17";"729.0593";"64.85";"-0.32";"353.2";"3894.3";"1124.1578";"11763.75";"20247.74"
"2020-02-16";"732.616";"65.17";"-0.15";"832.74";"2503.2";"1124.1578";"11763.7";"20247.86"
"2020-02-15";"734.2821";"65.32";"-0.2";"688.95";"2911.8";"1124.1578";"11763.68";"20247.92"
"2020-02-14";"736.4965";"65.52";"-0.44";"213.72";"5134.7";"1124.1578";"11763.3";"20248.92"
"2020-02-13";"741.3711";"65.95";"-0.53";"250.18";"6156.4";"1124.1578";"11762.73";"20250.43"
"2020-02-12";"747.3081";"66.48";"-0.49";"273.21";"5764.8";"1124.1578";"11762.16";"20251.91"
"2020-02-11";"752.888";"67.06";"-0.47";"219.03";"5467.4";"1122.6283";"11761.81";"20252.86"
"2020-02-10";"758.1482";"67.44";"-0.38";"323.06";"4647.2";"1124.1578";"11761.62";"20253.36"
"2020-02-09";"761.9895";"67.78";"-0.29";"630.5";"3865.6";"1124.1578";"11761.43";"20264.86"
"2020-02-08";"765.2185";"68.07";"-0.39";"466.92";"4853.4";"1124.1578";"11761.1";"20265.71"
"2020-02-07";"769.6937";"68.47";"-0.52";"179.78";"5993";"1124.1578";"11760.79";"20266.55"
"2020-02-06";"775.4486";"68.98";"-0.63";"187.67";"7267.6";"1124.1578";"11807.02";"20268.05"
"2020-02-05";"782.5451";"69.61";"-0.55";"277.45";"6490.2";"1124.1578";"11759.6";"20269.67"
"2020-02-04";"788.7561";"70.16";"-0.45";"247.58";"5309.6";"1124.1578";"11557.49";"20271.09"
"2020-02-03";"793.8418";"70.62";"-0.37";"331.88";"4488.7";"1124.1578";"11758.79";"20271.81"
"2020-02-02";"798.0065";"70.99";"-0.2";"831.61";"3064.1";"1124.1578";"11758.72";"20272"
"2020-02-01";"800.2342";"71.19";"-0.22";"871.53";"3315";"1124.1578";"11758.65";"20272.19"
"2020-01-31";"802.2793";"71.37";"-0.41";"479.36";"5060.7";"1124.1578";"11758.48";"20330.43"
"2020-01-30";"807.2495";"71.87";"-0.57";"229.78";"6669.9";"1123.1578";"11758";"20331.7"
"2020-01-29";"812.7241";"72.3";"-0.64";"190.88";"7405.7";"1124.1578";"11757.33";"20333.47"
"2020-01-28";"819.9124";"72.94";"-0.65";"226.82";"7499.1";"1124.1578";"11756.83";"20334.78"
"2020-01-27";"828.1475";"73.67";"-0.61";"251.66";"7122.7";"1124.1578";"11756.2";"20336.43"
"2020-01-26";"835.0408";"74.28";"-0.52";"391.94";"6258.7";"1124.1538";"11755.48";"20338.09"
"2020-01-25";"840.9314";"74.81";"-0.61";"249.61";"7095";"1124.1538";"11754.8";"20339.9"
"2020-01-24";"847.7903";"75.42";"-0.74";"213.17";"8558.5";"1124.1538";"11754.03";"20341.92"
"2020-01-23";"856.124";"76.16";"-0.74";"172.52";"8541.8";"1124.1538";"11753.31";"20343.82"
"2020-01-22";"864.4917";"76.9";"-0.76";"195.49";"8710.9";"1124.1257";"11752.38";"20345.26"
"2020-01-21";"873.04";"77.66";"-0.77";"179.24";"8851.6";"1124.1538";"11753.04";"20344.53"
"2020-01-20";"881.6927";"78.43";"-0.73";"168.8";"8365.7";"1124.1538";"11752.47";"20346.04"
"2020-01-19";"889.393";"79.12";"-0.61";"187.21";"7007.2";"1124.1499";"11751.82";"20347.49"
"2020-01-18";"896.2503";"79.73";"-0.55";"177";"6392.6";"1124.1499";"11751.28";"20348.91"
"2020-01-17";"902.5182";"80.28";"-0.56";"136.27";"6441.6";"1124.1499";"11750.75";"20350.33"
"2020-01-16";"908.8135";"80.84";"-0.55";"186.59";"6381.9";"1124.1499";"11750.2";"20351.77"
"2020-01-15";"915.0147";"81.4";"-0.53";"226.4";"6155.7";"1124.1499";"11749.71";"20353.07"
"2020-01-14";"920.9863";"81.93";"-0.53";"230.5";"6146.3";"1124.1499";"11749.21";"20354.38"
"2020-01-13";"926.9233";"82.46";"-0.5";"263.13";"5900.4";"1124.0979";"11748.13";"20355.24"
"2020-01-12";"932.5928";"82.97";"-0.42";"323.77";"5038.9";"1124.0703";"11747.38";"20355.48"
"2020-01-11";"937.3061";"83.39";"-0.43";"296.31";"5160.9";"1124.0703";"11747";"20356.48"
"2020-01-10";"942.1618";"83.82";"-0.47";"187.33";"5476.4";"1124.0703";"11746.56";"20357.66"
"2020-01-09";"946.98";"84.25";"-0.5";"216.47";"5871.8";"1124.0703";"11746.02";"20359.08"
"2020-01-08";"952.6372";"84.75";"-0.53";"232.63";"6186.4";"1124.0703";"11745.56";"20360.29"
"2020-01-07";"958.6252";"85.28";"-0.57";"257.96";"6625.1";"1124.1223";"11745.51";"20362.42"
"2020-01-06";"964.9781";"85.85";"-0.53";"122.99";"6042.5";"1124.0724";"11744.62";"20362.78"
"2020-01-05";"970.8785";"86.37";"-0.39";"279.83";"4718.3";"1124.0842";"11744.42";"20364.05"
"2020-01-04";"975.3405";"86.77";"-0.38";"313.24";"4589";"1124.0842";"11744.16";"20364.73"
"2020-01-03";"979.5612";"87.14";"-0.4";"317.89";"4808.8";"1124.0842";"11743.72";"20365.9"
"2020-01-02";"984.0532";"87.54";"-0.49";"319.23";"5797.1";"1124.0842";"11743.25";"20367.15"
"2020-01-01";"989.3684";"88.02";"-0.37";"504.59";"4647.2";"1124.0842";"11742.87";"20368.14"
"2019-12-31";"993.2578";"88.36";"-0.28";"476.97";"3624.2";"1124.0842";"11742.58";"20384.9"
"2019-12-30";"996.4021";"88.64";"-0.3";"387.36";"3751.5";"1124.0842";"11742.29";"20385.66"
"2019-12-29";"999.8332";"88.95";"-0.23";"550.77";"3114.3";"1124.0803";"11742.05";"20386.07"
"2019-12-28";"1002.3883";"89.17";"-0.18";"673.88";"2643.4";"1124.0803";"11741.91";"20386.43"
"2019-12-27";"1004.4366";"89.36";"-0.15";"692.21";"2333.4";"1124.0803";"11741.78";"20386.77"
"2019-12-26";"1006.1545";"89.51";"-0.04";"1016.18";"1439.5";"1124.0803";"11741.86";"20386.55"
"2019-12-25";"1006.6114";"89.55";"0.01";"1152.66";"1032.4";"1124.0803";"11741.98";"20386.23"
"2019-12-24";"1006.5244";"89.54";"0";"1338.81";"1299.5";"1124.0803";"11742.08";"20385.97"
"2019-12-23";"1006.4793";"89.54";"-0.03";"1204.87";"1509.3";"1124.0803";"11742.12";"20385.87"
"2019-12-22";"1006.5189";"89.54";"0.03";"1620.36";"1285.8";"1124.0822";"11742.31";"20385.5"
"2019-12-21";"1006.1687";"89.51";"0.03";"1486.88";"1193.8";"1124.0822";"11742.49";"20385.02"
"2019-12-20";"1005.8597";"89.48";"-0.06";"987.51";"1619.8";"1124.0822";"11742.53";"20384.92"
"2019-12-19";"1006.498";"89.54";"-0.07";"1074.91";"1853.5";"1124.0822";"11742.82";"20384.14"
"2019-12-18";"1007.2708";"89.61";"-0.18";"498";"2535";"1124.0822";"11742.74";"20384.37"
"2019-12-17";"1009.3188";"89.84";"-0.22";"611.2";"3051";"1123.4647";"11742.71";"20384.45"
"2019-12-16";"1011.7578";"90.06";"-0.25";"460.08";"3296.3";"1123.4617";"11742.71";"20384.43"
"2019-12-15";"1014.6248";"90.31";"-0.11";"1070.63";"2339.5";"1123.4598";"11742.7";"20384.34"
"2019-12-14";"1015.8954";"90.43";"-0.15";"839.37";"2529.2";"1123.4598";"11742.76";"20384.17"
"2019-12-13";"1017.5796";"90.58";"-0.34";"399.5";"4199.2";"1123.4598";"11742.61";"20384.57"
"2019-12-12";"1021.4003";"90.92";"-0.44";"298.88";"5192.8";"1123.4421";"11742.28";"20385.45"
"2019-12-11";"1026.3418";"91.36";"-0.41";"263.23";"4918.4";"1123.4421";"11741.88";"20386.51"
"2019-12-10";"1031.0294";"91.77";"-0.35";"341.81";"4244";"1123.4421";"11741.63";"20387.17"
