"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"2018-06-09";"449.4559";"40.65";"0.45";"5124.73";"117.4";"1105.5643";"11866.92";"19520.04"
"2018-06-08";"444.4817";"40.2";"0.35";"4222";"354.6";"1105.5643";"11867";"19519.83"
"2018-06-07";"440.6507";"39.86";"0.34";"4043.33";"283.8";"1105.5643";"11846.02";"19519.51"
"2018-06-06";"437.046";"39.53";"0.34";"4018.13";"273.6";"1105.5643";"11845.26";"19519.38"
"2018-06-05";"433.5593";"39.22";"0.31";"3860.68";"403.4";"1105.5643";"11835.44";"19519.67"
"2018-06-04";"430.4139";"38.93";"0.36";"4290.21";"279.4";"1105.5643";"11790.58";"19518.25"
"2018-06-03";"426.4025";"38.57";"0.46";"5196.03";"126.6";"1105.5643";"11791.22";"19516.44"
"2018-06-02";"421.3521";"38.11";"0.46";"5225.16";"175.2";"1105.5643";"11791.8";"19514.81"
"2018-06-01";"416.3063";"37.66";"0.33";"4320.47";"719.9";"1105.5643";"11791.88";"19514.34"
"2018-05-31";"412.7135";"37.35";"0.34";"4313.33";"579";"1105.0806";"11362.13";"19523.41"
"2018-05-30";"409.0331";"37.01";"0.36";"4472.49";"548.9";"1105.0806";"11362.13";"19085.37"
"2018-05-29";"405.1235";"36.66";"0.41";"4872.52";"289.4";"1105.0806";"11290.32";"18965.76"
"2018-05-28";"401.017";"36.39";"0.44";"5134.47";"316.1";"1101.8775";"11251.32";"18965.76"
"2018-05-27";"396.2265";"35.96";"0.52";"5837.33";"94.8";"1101.8867";"11681.42";"19401.91"
"2018-05-26";"390.4251";"35.43";"0.52";"5808.41";"86.9";"1101.8867";"11752.75";"19542.15"
"2018-05-25";"384.7516";"34.92";"0.42";"4953.95";"365.8";"1101.8867";"11753.08";"19541.03"
"2018-05-24";"380.1513";"34.5";"0.32";"4297.93";"745";"1101.8867";"11752.21";"19540.4"
"2018-05-23";"376.6139";"34.08";"0.39";"4520.12";"192.1";"1105.0413";"11753.97";"19538.26"
"2018-05-22";"372.2478";"33.69";"0.41";"4707.12";"178.4";"1104.911";"11753.55";"19536.62"
"2018-05-21";"367.7197";"33.38";"0.45";"5175.39";"163.3";"1101.7564";"11768.45";"19547.71"
"2018-05-20";"362.5193";"32.9";"0.48";"5404.54";"119.6";"1101.746";"11769.14";"19545.17"
"2018-05-19";"357.2458";"32.43";"0.44";"5098.99";"236.9";"1101.746";"11769.75";"19543.41"
"2018-05-18";"352.4151";"31.99";"0.34";"4213.83";"417.3";"1101.746";"11770.45";"19541.33"
"2018-05-17";"348.6175";"31.64";"0.38";"4555.48";"403.7";"1101.746";"11771.07";"19539.64"
"2018-05-16";"344.503";"31.27";"0.38";"4550.52";"344.7";"1101.746";"11771.86";"19515.43"
"2018-05-15";"340.3216";"30.89";"0.38";"4551.09";"383.2";"1101.746";"11772.42";"19513.85"
"2018-05-14";"336.1367";"30.51";"0.38";"4612.82";"407";"1101.746";"11772.64";"19513.32"
"2018-05-13";"330.8625";"30.03";"0.48";"5442.55";"165";"1101.7313";"11773.17";"19511.07"
"2018-05-12";"326.6754";"29.65";"0.48";"5519.22";"205.8";"1101.7313";"11773.92";"19508.78"
"2018-05-11";"321.382";"29.17";"0.45";"5176.23";"229";"1101.7313";"11774.56";"19507.02"
"2018-05-10";"316.451";"28.72";"0.44";"4974.74";"159.2";"1101.7313";"11775.2";"19505.17"
"2018-05-09";"311.6778";"28.29";"0.4";"4696.28";"292.6";"1101.7313";"11775.97";"19503.02"
"2018-05-08";"307.2775";"27.89";"0.41";"4842.38";"287.6";"1101.7313";"11776.73";"19500.85"
"2018-05-07";"302.6708";"27.47";"0.39";"4533.59";"225.1";"1101.7314";"11777.37";"19499.07"
"2018-05-06";"297.9598";"27.04";"0.43";"5067.9";"286.2";"1101.7418";"11778.34";"19496.98"
"2018-05-05";"293.6706";"26.66";"0.4";"4720.84";"328.6";"1101.7418";"11778.69";"19495.91"
"2018-05-04";"289.3622";"26.26";"0.27";"3528.46";"564.8";"1101.7418";"11778.82";"19495.3"
"2018-05-03";"285.9971";"26.08";"0.21";"3091.54";"734";"1096.7904";"11762.63";"19519.07"
"2018-05-02";"284.0466";"25.78";"0.21";"3042.59";"748.6";"1101.7418";"11762.78";"19518.41"
"2018-05-01";"281.7415";"25.57";"0.34";"4045.94";"349";"1101.7418";"11762.75";"19518.23"
"2018-04-30";"276.7023";"25.13";"0.3";"4037.99";"720.1";"1100.9146";"11763.16";"19516.93"
"2018-04-29";"273.5712";"24.85";"0.41";"4763.79";"205.2";"1100.9313";"11763.77";"19515.98"
"2018-04-28";"269.013";"24.44";"0.4";"4648.03";"213.2";"1100.9313";"11763.92";"19515.4"
"2018-04-27";"264.6147";"24.04";"0.31";"3790.18";"363.9";"1100.9313";"11764.05";"19514.95"
"2018-04-26";"261.1592";"23.72";"0.34";"3852.07";"153.4";"1100.9313";"11764.46";"19513.74"
"2018-04-25";"257.4419";"23.39";"0.33";"3838.31";"170.5";"1100.5313";"11765.04";"19517.2"
"2018-04-24";"253.7848";"23.05";"0.3";"3500.11";"178";"1100.9313";"11772.1";"19515.85"
"2018-04-23";"250.4136";"22.75";"0.39";"4396.34";"131.9";"1100.9268";"11814.8";"19513.83"
"2018-04-22";"246.0994";"22.36";"0.52";"5873.75";"143.6";"1100.7547";"11815.01";"19510.58"
"2018-04-21";"240.1813";"21.82";"0.48";"5450.44";"168.4";"1100.7547";"11815.76";"19508.47"
"2018-04-20";"234.8815";"21.34";"0.4";"4544.56";"187.6";"1100.7547";"11816.25";"19507.03"
"2018-04-19";"230.6042";"20.95";"0.38";"4347.38";"188.6";"1100.7547";"11768.37";"19505.06"
"2018-04-18";"226.4534";"20.57";"0.37";"4199.08";"163.2";"1100.7547";"11769.02";"19503.27"
"2018-04-17";"222.4565";"20.21";"0.28";"3321.41";"231.4";"1100.7547";"11769.63";"19501.6"
"2018-04-16";"219.3698";"19.93";"0.21";"2611.04";"316.8";"1100.7547";"11770.08";"19500.47"
"2018-04-15";"217.0587";"19.72";"0.3";"3419.07";"139.5";"1100.8175";"11771.36";"19500.61"
"2018-04-14";"212.9365";"19.34";"0.27";"3152.79";"214.9";"1100.8175";"11770.56";"19500.52"
"2018-04-13";"210.013";"19.08";"0.12";"1905.96";"556.9";"1100.8175";"11770.85";"19499.88"
"2018-04-12";"208.6653";"18.96";"0.06";"1601.49";"983.1";"1100.8175";"11743.01";"19486.09"
"2018-04-11";"208.003";"18.89";"0.09";"1613.87";"642.7";"1101.0436";"11743.33";"19529.1"
"2018-04-10";"207.0818";"18.8";"0.11";"1864.09";"631.5";"1101.4758";"11743.65";"19543.16"
"2018-04-09";"205.8589";"18.69";"0.16";"2303.67";"501.8";"1101.4758";"11744.07";"19542.14"
"2018-04-08";"204.0305";"19.38";"0.29";"3359.77";"260.7";"1052.5832";"11744.58";"19540.91"
"2018-04-07";"200.9371";"19.09";"0.24";"2922.49";"380";"1052.5832";"11745.05";"19539.69"
"2018-04-06";"198.4187";"18.85";"0.1";"1728.63";"644.5";"1052.5832";"11745.08";"19539.66"
"2018-04-05";"197.3453";"18.75";"0.01";"1183.53";"1078.9";"1052.5832";"11745.31";"19539.13"
"2018-04-04";"197.2654";"18.74";"0.08";"1322.01";"504";"1052.5832";"11745.25";"19539.34"
"2018-04-03";"196.4064";"18.57";"0.04";"1130.83";"662.2";"1057.7068";"11807.96";"19446.76"
"2018-04-02";"195.9589";"18.53";"0.03";"1253.49";"974.9";"1057.7067";"11847.63";"19803.06"
"2018-04-01";"195.6986";"18.5";"0.02";"1513.89";"1307.4";"1057.7214";"11847.95";"19804.79"
"2018-03-31";"193.8398";"18.35";"-0.01";"1501.35";"1570.3";"1056.3775";"11815.02";"19926"
"2018-03-30";"195.9908";"17.72";"-0.07";"1135.66";"1871.8";"1105.9838";"11811.65";"19874.85"
"2018-03-29";"196.8097";"17.79";"-0.17";"574.63";"2438.5";"1105.9838";"11811.09";"19784.82"
"2018-03-28";"198.7293";"17.97";"-0.22";"468.92";"2875.7";"1105.9838";"11810.5";"19785.89"
"2018-03-27";"201.1381";"18.18";"-0.26";"379.31";"3236";"1106.3099";"11809.81";"19787.18"
"2018-03-26";"203.973";"18.44";"-0.23";"451.31";"2983.9";"1106.3099";"11809.38";"19780.53"
"2018-03-25";"206.4264";"18.66";"-0.07";"1131.15";"1923.9";"1106.3059";"11808.83";"19833.48"
"2018-03-24";"207.1961";"18.74";"-0.17";"667.96";"2553.4";"1105.4437";"11628.63";"19517.91"
"2018-03-23";"209.1172";"18.9";"-0.36";"227.87";"4156.3";"1106.3059";"11807.54";"19783.66"
"2018-03-22";"213.0427";"19.26";"-0.44";"182.57";"5075.8";"1106.3059";"11806.77";"19784.96"
"2018-03-21";"218.0236";"19.71";"-0.49";"267.08";"5721.2";"1106.3059";"11806.02";"19786.26"
"2018-03-20";"223.5011";"20.2";"-0.53";"171.03";"6016.9";"1106.3059";"11805.26";"19783.64"
"2018-03-19";"229.3727";"20.73";"-0.57";"217.91";"6474.1";"1106.3059";"11804.65";"19784.62"
"2018-03-18";"235.7713";"21.31";"-0.45";"267.41";"5204.4";"1106.3202";"11804.27";"19785.92"
"2018-03-17";"240.6906";"21.76";"-0.34";"349.49";"4163";"1106.3202";"11803.77";"19786.84"
"2018-03-16";"244.5086";"22.1";"-0.22";"1391.35";"3823.8";"1106.3202";"11803.32";"19787.7"
"2018-03-15";"247.0537";"22.33";"-0.25";"1027";"3782";"1106.3202";"11802.8";"19807.58"
"2018-03-14";"249.8087";"22.58";"-0.22";"1432.23";"3836.5";"1106.3202";"11802.5";"19851.54"
"2018-03-13";"252.1137";"22.79";"-0.22";"1235.54";"3719.9";"1106.3202";"11801.91";"19902.87"
"2018-03-12";"254.5397";"23.01";"-0.21";"744.14";"3096";"1106.3096";"11801.3";"19941.56"
"2018-03-11";"256.8776";"23.22";"-0.07";"1254.37";"2042.2";"1106.3138";"11801.05";"19968.09"
"2018-03-10";"257.654";"23.29";"-0.13";"1134.11";"2596.2";"1106.3138";"11800.75";"19964.18"
"2018-03-09";"259.1156";"23.42";"-0.36";"201.18";"4176.5";"1106.3138";"11800.07";"19860.52"
"2018-03-08";"262.7475";"23.76";"-0.44";"190.98";"5049.5";"1105.9877";"11799.38";"19861.77"
"2018-03-07";"263.5951";"23.83";"-0.49";"230.03";"5624.3";"1106.3138";"11798.73";"19858.97"
"2018-03-06";"273.514";"24.72";"-0.52";"257.07";"6005.4";"1106.3138";"11798.09";"19860.2"
"2018-03-05";"279.2477";"25.24";"-0.53";"536.19";"6347.5";"1106.3138";"11797.55";"19857.27"
"2018-03-04";"285.4582";"25.8";"-0.52";"629.87";"6375.2";"1106.3178";"11797.06";"19858.42"
"2018-03-03";"291.2837";"26.33";"-0.7";"266.76";"7966.6";"1106.3178";"11796.46";"19859.65"
"2018-03-02";"299.7086";"27.09";"-0.91";"145.65";"10177.5";"1106.3178";"11795.8";"19872.56"
"2018-03-01";"309.7405";"28";"-1.01";"119.77";"11288.6";"1106.3178";"11795.18";"19882.09"
"2018-02-28";"320.2015";"28.97";"-1.06";"114.11";"11821.6";"1105.3994";"11794.28";"19904.22"
"2018-02-27";"332.1278";"30.05";"-1.02";"69.71";"11299.8";"1105.3994";"11793.63";"19888.66"
"2018-02-26";"343.3871";"31.05";"-0.98";"107.18";"10971.2";"1105.7994";"11792.99";"19898.17"
"2018-02-25";"354.3525";"32.04";"-0.73";"326.51";"8395.1";"1105.7992";"11792.33";"19893.32"
"2018-02-24";"362.4192";"32.77";"-0.66";"445.95";"7758.1";"1105.7992";"11791.73";"19894.41"
"2018-02-23";"369.8704";"33.45";"-0.78";"191.42";"8783";"1105.7992";"11791.2";"19875.5"
"2018-02-22";"378.3152";"34.21";"-0.77";"206.48";"8746.7";"1105.7992";"11791.12";"19827.41"
"2018-02-21";"386.9138";"34.99";"-0.73";"324.54";"8407.1";"1105.7992";"11790.63";"19828.06"
"2018-02-20";"395.0829";"35.73";"-0.68";"405.64";"7909.2";"1105.7992";"11790.04";"19839.55"
"2018-02-19";"402.6671";"36.41";"-0.69";"207.76";"7820.9";"1105.7992";"11789.31";"19943.06"
"2018-02-18";"410.2666";"37.1";"-0.47";"462.18";"5707.8";"1105.7928";"11788.6";"20070.38"
"2018-02-17";"415.5983";"37.58";"-0.47";"552.93";"5737";"1105.7928";"11787.95";"20072.22"
"2018-02-16";"420.8776";"38.06";"-0.58";"174.93";"6639.2";"1105.7928";"11787.14";"20022.59"
"2018-02-15";"427.4694";"38.66";"-0.63";"349.56";"7287";"1105.7928";"11786.8";"20023.61"
"2018-02-14";"434.5226";"39.3";"-0.68";"125.1";"7677.6";"1105.7928";"11785.87";"20078.11"
"2018-02-13";"441.6587";"39.96";"-0.72";"120.63";"8122.2";"1105.2744";"11784.94";"20080.71"
"2018-02-12";"449.7554";"40.69";"-0.7";"69.4";"7859.7";"1105.2744";"11784.02";"20083.3"
"2018-02-11";"457.6267";"41.4";"-0.47";"383.14";"5609.5";"1105.2706";"11783.24";"20085.33"
"2018-02-10";"462.9079";"41.88";"-0.53";"299.3";"6165.8";"1105.2706";"11782.31";"20107.96"
"2018-02-09";"468.8675";"42.42";"-0.77";"112.1";"8666.2";"1105.2706";"11781.21";"20111"
"2018-02-08";"477.525";"43.2";"-0.84";"114.93";"9439.9";"1105.2706";"11780.6";"20112.75"
"2018-02-07";"486.9823";"44.06";"-0.87";"114.77";"9775.4";"1105.2706";"11779.76";"20115.14"
"2018-02-06";"496.7876";"44.95";"-0.87";"95.53";"9763";"1105.2706";"11779.11";"19989.2"
"2018-02-05";"506.5086";"45.83";"-0.81";"90.2";"9005.7";"1105.2706";"11778.26";"20113.35"
"2018-02-04";"515.508";"46.64";"-0.55";"212.47";"6263.5";"1105.2806";"11777.56";"20125.23"
"2018-02-03";"521.6492";"47.2";"-0.51";"280.57";"5879.6";"1105.2806";"11776.56";"20128.04"
"2018-02-02";"527.3317";"47.71";"-0.58";"175.86";"6576.9";"1105.2806";"11775.67";"20130.58"
"2018-02-01";"533.8346";"48.3";"-0.55";"258.64";"6344.8";"1105.2806";"11775.32";"20131.66"
"2018-01-31";"539.9828";"48.85";"-0.51";"289.41";"5919.9";"1105.2806";"11770.42";"20145.61"
"2018-01-30";"545.8511";"49.39";"-0.53";"137.21";"6014.3";"1105.2906";"11769.91";"20147"
"2018-01-29";"551.6893";"49.91";"-0.44";"299.64";"5136.8";"1105.2906";"11769.63";"20147.7"
"2018-01-28";"556.5873";"50.36";"-0.28";"879.26";"3926.1";"1105.2906";"11769.55";"20147.96"
"2018-01-27";"559.6991";"50.64";"-0.38";"543.8";"4695.2";"1105.2906";"11769.19";"20148.93"
"2018-01-26";"564.0042";"51.03";"-0.57";"172.17";"6441.4";"1105.2906";"11768.51";"20028.73"
"2018-01-25";"570.3084";"51.6";"-0.55";"135.05";"6223.1";"1105.2906";"11768";"20029.77"
"2018-01-24";"576.505";"52.16";"-0.44";"264.19";"5148.7";"1105.2906";"11782.1";"20030.64"
"2018-01-23";"581.4526";"52.61";"-0.51";"283.39";"5925.8";"1105.2906";"11781.75";"20031.34"
"2018-01-22";"587.2117";"53.13";"-0.61";"147.02";"6850";"1105.2906";"11781.25";"20032.37"
"2018-01-21";"594.0076";"53.74";"-0.49";"204.58";"5594.4";"1105.2788";"11779.45";"20032.94"
"2018-01-20";"599.5157";"54.24";"-0.55";"203.07";"6336.7";"1105.2788";"11778.79";"20034.33"
"2018-01-19";"605.7912";"54.81";"-0.68";"143.41";"7663.7";"1105.2788";"11778.05";"20102.02"
"2018-01-18";"613.3779";"55.5";"-0.67";"154.06";"7517.5";"1105.2788";"11777.2";"20120.74"
"2018-01-17";"620.8586";"56.17";"-0.68";"134.27";"7655.5";"1105.2788";"11776.39";"20091.92"
"2018-01-16";"628.478";"56.86";"-0.63";"181.84";"7093.8";"1105.2788";"11775.63";"20060.33"
"2018-01-15";"635.4556";"57.49";"-0.65";"247.36";"7404.3";"1105.2788";"11774.98";"20080.59"
"2018-01-14";"642.6784";"58.15";"-0.5";"449.29";"6015";"1105.283";"11774.53";"20170.47"
"2018-01-13";"648.0133";"58.63";"-0.47";"439";"5658.8";"1105.283";"11774.21";"20171.25"
"2018-01-12";"653.3138";"59.11";"-0.56";"192.39";"6375.9";"1105.283";"11773.63";"20172.75"
"2018-01-11";"659.5929";"59.68";"-0.57";"199.51";"6481.6";"1105.3079";"11773.09";"20174.34"
"2018-01-10";"665.962";"60.25";"-0.55";"326.93";"6387.4";"1105.3079";"11772.45";"20195.17"
"2018-01-09";"672.1084";"60.81";"-0.57";"270.69";"6606.9";"1105.3079";"11771.84";"20196.91"
"2018-01-08";"678.6338";"61.4";"-0.6";"202.11";"6883.5";"1105.3079";"11771.22";"20198.72"
"2018-01-07";"685.3265";"62";"-0.39";"219.3";"4479.7";"1105.3083";"11770.82";"20199.93"
"2018-01-06";"689.6565";"62.39";"-0.28";"367.38";"3495";"1105.3083";"11770.43";"20200.99"
"2018-01-05";"692.8076";"62.68";"-0.34";"412.19";"4190.7";"1105.3083";"11770.06";"20201.95"
"2018-01-04";"696.6067";"63.02";"-0.34";"489.64";"4203.2";"1105.3083";"11769.76";"20202.67"
"2018-01-03";"700.3257";"63.36";"-0.36";"475.88";"4470.1";"1105.3083";"11769.54";"20203.19"
"2018-01-02";"704.3719";"63.73";"-0.32";"475.74";"4055.6";"1105.3083";"11769.22";"20203.99"
"2018-01-01";"707.9605";"64.05";"-0.19";"1067.18";"3118.4";"1105.3083";"11769.39";"20203.62"
